Job_Title,Location,Job_Highlight,JRJD,Company_Name
Postdoctoral Fellow / Research Associate (CAiRS-R7-8/P2.2),Shatin Area,"['AI, Machine Learning, Ensemble Methods', 'Fault Diagnosis', 'Predictive Maintenance']","[""Postdoctoral Fellow (Ref. No.: CAiRS-R7/P2.2 - Machine Learning/ Ensemble methods for individualized fault diagnosis)[Appointment period will end on 30 June 2025]Research Associate (Ref. No.: CAiRS- R8/P2.2 - Machine Learning/ Ensemble methods for individualized fault diagnosis)[Appointment period will end on 30 June 2025]DutiesThe appointees will report to the Project Leader and the Centre Director or his delegate (currently Programme Manager) and perform research and related work in the development of a systematic methodology for effective fault diagnosis and/or predictive maintenance. It is expected that the projects will focus on applications in the transportation industry.The Postdoctoral Fellow appointee will be required to:conduct studies of related literature and applied research;design and implement AI and data analytical techniques to address reliability and safety issues;supervise junior researchers to conduct studies of related literature and applied research;report research progress and results regularly to project team;write and publish articles in high-tier peer-reviewed journals; andperform any other duties as assigned by the Centre Director or his delegates.The Research Associate appointee will be required to:conduct studies of related literature and applied research;design and implement AI and data analytical techniques to address reliability and safety issues;report research progress and results regularly to project team;support writing and publishing articles in high-tier peer-reviewed journals; andperform any other duties as assigned by the Centre Director or his delegates.QualificationsApplicants for the post of Postdoctoral Fellow should have a doctoral degree in Computer Science, Engineering, Mathematics or an equivalent qualification in a related field. They should also have strong analytical skills with interests in big data and artificial intelligence.Applicants for the post of Research Associate should have a master’s degree in Computing Science, Engineering, Mathematics or a related field.For both posts, applicants should also have:proficiency in a programming language (e.g. C, Python, Matlab);good interpersonal and communication skills; andgood command of written and spoken English.\xa0Fresh graduates are also welcome.Preference will be given to those with research experience in machine learning and data science.\xa0Salary:The maximum monthly salary allowance is HK$23,000 for research talents with a master degree and HK$35,000 for those with a doctoral degree.An additional monthly living allowance of HK$10,000 will be provided to research talents with a doctoral degree.What you enjoy at CAiRS:We offer highly competitive salary commensurate with qualifications and experience, in addition to the following benefits:5-day workStaff's entitlement to paid annual leave will increase progressively according to the Centre’s guidelineFlexible working hours (for researchers)Medical & dental insuranceExcellent and friendly office environment (newly renovated and next to seashore)Work-life balanceFree drinks and snacks in officeWhat you enjoy at Science Park:Shuttle bus to Science Park from various locations in HKRecreational facilities in Science Park, e.g. gym and swimming poolCan apply for studio apartment in InnoCell (a smart living and co-creation space designed for I&T talents in Science Park) subject to availability and eligibilityApplication GuidelinesPlease return the completed application form, together with a detailed curriculum vitae, to the CAiRS\xa0via Apply NowApplication form can be downloaded from\xa0hereApplicants who are not invited to an interview within two months of the closing date should consider their applications unsuccessful"", 'Postdoctoral Fellow (Ref. No.: CAiRS-R7/P2.2 - Machine Learning/ Ensemble methods for individualized fault diagnosis)', '[Appointment period will end on 30 June 2025]']",CENTRE FOR ADVANCES IN RELIABILITY AND SAFETY LIMITED
Data Engineer - Global Retail Firm,Without_location,"['Data Warehousing and Data Modeling', 'Cloud Platform: AWS, Azure', 'Big Data Tool: Hadoop, Spark, Kafka']","[""A well reputable firm is hiring a Data Analytics for the big data project.ResponsibilitiesDevelop and maintain data pipelines to move data from source systems to data warehousesDesign and develop scalable data models and data architectures to support business needsCollaborate with cross-functional teams to understand data requirements and ensure data quality and integrityDevelop and implement data processing workflows to extract, transform, and load dataDevelop and maintain data governance policies, procedures, and standardsMonitor and troubleshoot data pipelines and data quality issuesCreate and maintain technical documentation and data dictionariesRequirementsBachelor's degree in computer science, Engineering, or related field3+ years of experience in data engineering, database design, and data integrationProficiency in SQL, Python, and/or JavaExperience with ETL tools, data warehousing, and data modelingFamiliarity with cloud platforms such as AWS, AzureExperience with data governance, data security, and data privacyStrong problem-solving and analytical skillExcellent communication and collaboration skillsEnglish communication is a must and Mandarin is highly preferredExperience with big data technologies such as Hadoop, Spark, or KafkaExperience with data visualization tools such as Tableau or PowerBI"", 'Responsibilities', 'Develop and maintain data pipelines to move data from source systems to data warehouses']",Robert Walters (HK)
Data Engineer - Global Retail Firm,Without_location,"['Data Warehousing and Data Modeling', 'Cloud Platform: AWS, Azure', 'Big Data Tool: Hadoop, Spark, Kafka']","[""A well reputable firm is hiring a Data Analytics for the big data project.ResponsibilitiesDevelop and maintain data pipelines to move data from source systems to data warehousesDesign and develop scalable data models and data architectures to support business needsCollaborate with cross-functional teams to understand data requirements and ensure data quality and integrityDevelop and implement data processing workflows to extract, transform, and load dataDevelop and maintain data governance policies, procedures, and standardsMonitor and troubleshoot data pipelines and data quality issuesCreate and maintain technical documentation and data dictionariesRequirementsBachelor's degree in computer science, Engineering, or related field3+ years of experience in data engineering, database design, and data integrationProficiency in SQL, Python, and/or JavaExperience with ETL tools, data warehousing, and data modelingFamiliarity with cloud platforms such as AWS, AzureExperience with data governance, data security, and data privacyStrong problem-solving and analytical skillExcellent communication and collaboration skillsEnglish communication is a must and Mandarin is highly preferredExperience with big data technologies such as Hadoop, Spark, or KafkaExperience with data visualization tools such as Tableau or PowerBI"", 'Responsibilities', 'Develop and maintain data pipelines to move data from source systems to data warehouses']",Robert Walters (HK)
Regional Business Analyst,Kowloon Bay,"['Regional exposure', 'Application Support & Transformation', 'Process Automation and Integration Development']","['To support business growth in the organization, we are looking for future leads to join us in the transformation journey and their career will be developed to become an IT partner with the business functions.About Your Role:Participate in system implementation throughout entire project cycle, including discovery, definition, build, test, deploy and optimizeDiscover underlying problems in business operations, identify rooms for improvement, propose solutions to stakeholders and deliver desired outcomesElicit requirements from stakeholders, translate into IT requirements for system design, connect test cases to verify and validate, document for further analysis and review including process diagramsCollaborate with others to clarify data definition, implement controls to ensure data quality and manage data models and metadata that correspond to business planning and analytical needsProvide application support to users in regional offices, troubleshoot issues with other members and get them resolved according to the SLAFacilitate user adoption of tools in mix with current systems to eliminate manual workloads and/or errors from data processing, such as workflow management and robotics process automationLiaise with vendor consultants to provide support services and project deliverables when outsourcingDoes it sound like you?Degree Holder in Business Administration, Information Systems, Information Management or other relevant disciplineAt least 3 years relevant experience in at least one of the following areas: business transformation, process improvement, business intelligence and data analyticsPractical support experience on enterprise applications such as ERP, CRM and SCM is a mustGood team player and analytical thinker with a Can-Do AttitudeAbility to think out of the boxProficient in fact finding and storytelling when presenting ideas and solutionsExperience and business knowledge in regional organization is an advantageHands on experience in cloud computing, productivity, and collaboration suites such as Microsoft 365Fluent written and spoken communication and presentation skills in English and Cantonese/MandarinCandidates with more experience will be considered as Senior Regional Business AnalystGreat People. Great Benefits:\xa0 Progressive career advancement opportunities\xa0 Continuous learning & development academy\xa0 Wellness program\xa0 Work-life coaching program\xa0 Volunteer Work recognitionWe offer 5-day work, attractive remuneration and benefits package to the right candidate.Interested parties please forward your full resume (in Microsoft Word or PDF format) with current and expect salary to the\xa0Human Resources & Facilities Services, Ricoh Asia Pacific Operations Limited, by clicking ""Apply Now"" .\xa0Information provided will be treated in strict confidence and only be used for recruitment related purposes. All personal data of unsuccessful candidates will be destroyed on completion of the recruitment exercise.', 'To support business growth in the organization, we are looking for future leads to join us in the transformation journey and their career will be developed to become an IT partner with the business functions.', 'About Your Role:']",Ricoh Asia Pacific Operations Limited
Summer Internship 2023 (June to August),Causeway Bay,"['Summer Internship (Jun to Aug)', 'Professional experience and exposure', 'Explore career interest']","['TMF Group is a leading provider of critical administrative services, helping clients invest and operate safely around the world. Our 9,100 experts and 120 offices in 85 jurisdictions worldwide serve corporates, financial institutions, asset managers, private clients and family offices, providing the combination of accounting, tax, payroll, fund administration, compliance and entity management services essential to global business success.We know how to unlock access to the world’s most attractive markets swiftly, safely and efficiently. That’s why more than 60% of the Fortune Global 500 and FTSE 100, and almost half the top 300 private equity firms, work with us.Our unique global delivery model, underpinned by our innovative digital platforms, means we can cover sectors as diverse as capital markets, private equity, real estate, pharmaceuticals, energy and technology, with experts on the ground providing local support.TMF Group – we make a complex world simple.At TMF Group, whatever your role, you will be part of a truly diverse, global business. In addition to challenging and meaningful work, you will have the opportunity to leverage our global network of firms for your growth and development and collaborate with colleagues from around the world. We strive to be a ‘People-first’ organisation that ensures employee growth, well-being and work-life balance. TMF Hong Kong has been recognised as a Great Place to Work 2023-24 and the\xa0Caring Company\xa0certification by The Hong Kong Council of Social Service for two consecutive years.We are now looking for\xa0Summer Interns\xa0who possess the following qualities:Non-final year students studying Accounting, Corporate Governance, Finance, Legal Studies or other business-related disciplinesSelf-motivated, strong sense of responsibility with positive working attitudeGood communication and interpersonal skillsProficient in Microsoft Excel, Word, PowerPoint, English and Chinese word processingGood command of both written and spoken English and Cantonese. Fluency in Putonghua is an advantageYou will be assigned to work with an experienced team of specialists in the one of following functions:ComplianceCorporate Secretarial Services (Private company / Listed company)Tax Compliance ServicesTrustee ServicesKeen to join us?Click\xa0Apply Now\xa0to submit your application, stating the function that best fit your career interest, your academic background and availability. You will be assigned to the team that according to your own choice as far as possible.Visit\xa0www.tmf-group.com\xa0to explore more about TMF Group!Personal data collected will be used for recruitment purposes only and will be treated strictly confidential. Applicants not invited for interview within 4 weeks may consider their applications unsuccessful and all information submitted will be destroyed.', 'You will be assigned to work with an experienced team of specialists in the one of following functions:', 'Compliance']",TMF Hong Kong Limited
Contract Data Analyst,Without_location,"['Perform ad-hoc assignments as required', 'Degree or above in Statistics, Marketing', 'minimum 2  years’ experience in data analysis']","['ResponsibilitiesPerform digital data analysis and prepare insight reports for business linesReview and manage data collection procedure to enhance the analytical and modeling systemsAssist in organizing marketing and business-related campaign and/or event to support business goalsPerform ad-hoc assignments as requiredRequirementsDegree or above in Statistics, Marketing , Computer Science or related disciplines with minimum 2\xa0 years’ experience in data analysisFamiliar with database such as MS SQL and proficient skills with analytical and reporting tools such as SAS, Python and/or VBAStrong business acumen and good communication skillsFluent in both spoken and written English and Chinese, Putonghua is a plusImmediate available is preferred', 'Responsibilities', 'Perform digital data analysis and prepare insight reports for business lines']",Bank of Communications Trustee Limited
Part-time Clerk (Finance),Lai Chi Kok,"['Provide clerical support to the department', 'Undergraduate students welcome', 'Immediately available will be an advantage']","['Job Responsibilities:Provide clerical support to the departmentAssist in daily operation including data entry, documents filingHandle ad-hoc tasks as assigned by supervisor\xa0Job Requirements:Undergraduate students in Business Administration/ Accounting or related disciplinesProactive, organized and keen to learnResponsible, energetic, proactive and detail-mindedA good team player, independent and able to work under pressureProficiency user in MS Office and Chinese Word ProcessingGood command of both spoken and written English and ChineseWe offer attractive remuneration package to the right candidate. Interested parties please click the ""APPLY NOW"" button below and send your application together with a detailed resume including current & expected salary and availability to Human Resources Department.Company website: https://www.lawsgroup.com(Data collected will be treated in strict confidence and used for recruitment purpose only)', 'Job Responsibilities:', 'Provide clerical support to the department']",LAWSGROUP
Technical Business Analyst,Others,"['Min 5 years exp in IT application systems', 'Good project management exp such as Agile, DevOps', 'Solid experience in vendor management']","['Identify and resolve project issues with the business stakeholders, Regional Technology Team\xa0and vendorsAnalyze the business problems and determine an IT solution for credit card-related projects, including the system integrationGather data and analyze business and user needsCoordinate the development of documentation to enable implementation and turnover of the process of the systemDefine the objectives and scope of business systemsWork closely with managers and end users to determine the best solutionsManage and continuous improvement on SIT governances and best practicesRequirementMin 5 years of experience in IT applications, preferably on credit card-related systemsPreferable with a Degree in Information SystemExpert level in Microsoft Office applicationsProficient in data analysisStrong project management knowledge especially Agile, DevOpsGood experience in vendor managementStrong working experience in end-to-end batch coordination across multiple systemsPreferable with experience in system migration', 'Identify and resolve project issues with the business stakeholders, Regional Technology Team\xa0', 'and vendors']",Optimum Solutions (Hong Kong) Limited
"Senior Business Analyst, Global Digitalization Team",Without_location,"['High profile digital transformation project', 'Growth with global leader', 'Innovative projects of world-class services']","['My client is a large and well-established corporation with a significant presence in Hong Kong. The company is committed to implementing innovative technologies and sustainable practices to improve their services and minimize their impact on the environment. As a technical candidate, you will have the opportunity to work on cutting-edge projects and contribute to the company\'s ongoing success.They are seeking an experienced and passionate IT professional to join our team and support the digital transformation journey of their corporation. As a senior business analyst, you will play a critical role in helping the Legal and Governance business unit develop the digital workplace environment, driving long-term operational efficiency and agility.Responsibilities:Manage digital solution projects for the Legal & Governance business unitWork closely with business users to gain an in-depth understanding of business requirements and translate them into system requirements and specificationsPartner with business users to research, source and/or formulate digital solutions that fulfill business requirementsLead and manage vendor and/or internal IT development teams to develop digital solutionsSupervise and support project implementation activities such as system configuration, training, and UATProactively identify and escalate project risks to managementCollaborate with internal and external stakeholders to support business process changes to adopt new digital solutionsRequirements:Degree in Computer Science / Information Technology / Information Systems or a related disciplineMinimum of 8 years of relevant experience, including at least 1 year in a supervisory roleProven experience in application development, preferably in .Net, Microsoft Power Platform such as Power App, Power Automate, and Power BIExperience and knowledge of implementing enterprise applications for legal and governance domains, e.g. contract management solutions / corporate governance and risk management solutions, is an advantageStrong stakeholder/vendor management skills with a high level of competence in problem-solving, interpersonal skills, and business acumenExcellent presentation, analytical, and communication skills in both written and spoken English and ChineseIf you have a passion for digital solutions and a proven track record of stakeholder management and business analysis, then we encourage you to apply for this exciting opportunity. Please send your CV to Emilie Cheung on [email\xa0protected] or contact on +852 39725813 for more details. For other available opportunities, please visit www.connectedgroup.com""We thank all applicants for their interest, however, only those selected for an interview will be contacted.']",ConnectedGroup Limited
Project Specialist (at the rank of Post-doctoral Fellow) (Ref.: 200139),Tai Po Area,"['AI', 'machine learning', 'Hong Kong Science Park, 5 days work']","['Applications are invited for appointment as Project Specialist (at the rank of Post-doctoral Fellow) (Ref.: 200139), to commence as soon as possible for up to two years, with the possibility of renewal subject to satisfactory performance.The appointee will participate in the development of a digital studio that aims to apply advanced statistical modelling and/or artificial intelligence and machine learning in health communication, especially in regard to vaccine hesitancy and public trust.Requirements:A Ph.D. degree with a proven capacity in the fields of AI/NLP/machine learning, digital solutions, social listening/social media analysis, statistics, etc;\xa0A good record of research output;Experience in AI/NLP/machine learning and big data research;Able to work independently as well as in a multidisciplinary team;Excellent communication skills; andExperience in knowledge sharing.Applicants should click ""Apply Now"" and attach an application letter, a detailed resume stating the current and expected salary.\xa0Shortlisted candidates will be invited to attend a written test and an interview.The personal data provided in your application process will be used for recruitment and other employment-related purposed, and may be transferred and disclosed to, and used by HKU Innovation Holdings Limited and The University of Hong Kong for the above purposes.We are an equal opportunities employer and welcome applications from all qualified candidates.', 'Applications are invited for appointment as Project Specialist (at the rank of Post-doctoral Fellow) (Ref.: 200139), to commence as soon as possible for up to two years, with the possibility of renewal subject to satisfactory performance.', '(Ref.: 200139),']",Laboratory of Data Discovery for Health
Network Operation Centre Support Engineer,Kowloon Bay,"['5-day work', 'Great learning and work environment', 'Promising advancement opportunity']","['Ricoh is a leading provider of digital services and innovative solutions to support our customers’ digital transformation and business process optimization. To cope with our business expansion, we are looking a team of talent joining our Ricoh Family.About Your Role:Assist supervisor to operate network operation centre in high service levelPerform health checks and monitor system performanceTroubleshoot and resolve incidents and problemsPerform system/networking infrastructure upgrade and maintenanceAssist in system documentation and preparation of reportsDoes it sound like you?High Diploma/ Diploma in Information Technology, Computer Science, engineering, or Telecommunications is preferredCertificate holder of CCNA/ NCAP/ MCSE Certificate is an advantageExperience in IT operations management and data centre environmentExperience in VMWare ESXi skill and VMWare Horizon is an advantageMinimum 3-years relevant working experienceGood analytical and communication skillsGood personal communication skills and positive mindsetGreat People. Great Benefits:\xa0 Progressive career advancement opportunities\xa0 Continuous learning & development academy\xa0 Wellness program\xa0 Work-life coaching program\xa0 Volunteer Work recognitionWe offer 5-day work, attractive remuneration and benefits package to the right candidate.Interested parties please forward your full resume (in Microsoft Word or PDF format) with current and expect salary to the\xa0Human Resources & Facilities Services, Ricoh Hong Kong Limited,\xa0by clicking ""Apply Now"".Information provided will be treated in strict confidence and only be used for recruitment related purposes. All personal data of unsuccessful candidates will be destroyed on completion of the recruitment exercise.', 'Ricoh is a leading provider of digital services and innovative solutions to support our customers’ digital transformation and business process optimization. To cope with our business expansion, we are looking a team of talent joining our Ricoh Family.', 'About Your Role:']",Ricoh Hong Kong Limited
"Data Analyst / Assistant Data Analyst, Asia Pacific",Tsim Sha Tsui,"['MNC exposure in a UK listed Travel F&B company', 'Exposure to work with regional APAC team', 'Good knowledge of Oracle Simphony is an advantage']","['Responsibilities:Facilitate and support data and process activities for POS & Inventory systemsAccurate interpretation, compilation and entering data in the POS & Inventory systemsWorking closely with APAC Business System team on handle the master data cleansing and maintenance as per the SSP Way standardsRecommend improvements and assist in streamlining and engineering of the workflow and processes.Act as a control point for all new data around POS and Inventory system, upholding business standards and managing stakeholder expectations.Completion of the required task within the desired deadlineOther ad-hoc tasks as assignedRequirement:Diploma or above (preferably in Commercial/Operation)Ability to work under pressure and meet tight deadlines.Some knowledge in POS, Inventory/MySQL, Microsoft 365A flexible working approach as some projects / support may require calls with the other regional teams.Sensitive to numbers, detailed minded, logical thinking, well organized and adaptive to fast-paced retail environmentProficiency in\xa0English,Cantonese\xa0and\xa0Mandarin\xa0is\xa0mandatoryGood knowledge of Oracle Simphony is an advantage', 'Responsibilities:', 'Responsibilities:']",Select Service Partner Asia Pacific Limited
2023 Internship Programme,Airport Area,"['2023 Internship Programme', 'On-the-job training', 'Mentorship']","['Pursue your dream with Hong Kong Airlines and join us!If you are passionate about the aviation industry and would like to unleash your potential with fruitful training and development opportunities, check out the Hong Kong Airlines Internship Programme, an ideal platform for energetic and talented student like you to start your aviation journey.This internship programme is designed for those who are non-final year student, providing students with immediate exposure to a commercial airline’s operations and helping them to build up their professional knowledge in aviation aspect.As an intern, you will be assigned to one of the following departments based on your background or career interest.CommercialCorporate Legal Affair and DevelopmentCorporate Safety, Quality Assurance & SecurityFinanceFlight OperationsGround OperationsHuman Resources & AdministrationInformation TechnologyMaintenance & EngineeringService DeliveryAdmission Requirements:Non-final year full time university student \xa0in any related disciplineProactive, willing to learn and passionate in aviationMust able to work from June 2023Good command of spoken and written Cantonese, Mandarin, and EnglishDevelopment Opportunities:On-the-job trainingMentorshipWorking exposure in commercial airline settingAllowance:Allowance will be offeredWork location:Hong Kong Airport Area\xa0#LI-SC1\xa0 \xa0 \xa0 \xa0Hong Kong Airlines is an Equal Opportunities Employer. Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only. Candidates who have not been notified within eight weeks may consider their application unsuccessful. All related information will be kept in our file for up to 24 months.', '\xa0#LI-SC1\xa0 \xa0 \xa0']",Hong Kong Airlines Limited
Analyst Programmer / Senior Analyst Programmer up to 45k,Without_location,"[""Different Industries' Opportunities are open"", 'Develop Your Own Career Path', 'Double Pay, Bonus (1 month up), 5-day']","['ResponsibilitiesResponsible\xa0for the SDLCTechnical documentationSupport and facilitate in planning, executing, monitoring and reporting to ensure project successInvolve and take part of the development process\xa0RequirementsHD or above in Computer Science or IT related disciplinesFor Analyst Programmer\xa0min 2 years of IT experience\xa0For Senior\xa0Analyst Programmer min 4 years of IT experience\xa0Hands on Experience in the following:\xa0\xa0JAVA, Spring, Spring boot or,.NET\xa0JavaScript / PHP\xa0React.js, Node.jsC/C++React native / FlutterSwift / Kotlin / Java(Mobile)\xa0', '\xa0for the SDLC', 'Technical documentation']",Pathsight Limited
"Data Analytics Manager, Global",Central,"['Based in Hong Kong', 'Business analytics to support all regions', '5 years + exp. in data analytics']","['About the job:As the Global Data Analytics Manager, you will be part of a Global Financial Planning and Analytics team responsible for helping to bring specialty coffee and delicious food to our markets. We are looking for someone passionate and excited about making a direct impact in a growing company. This position will be based in Hong Kong,\xa0 and will report to our Global Director of Financial Planning and Analytics.You will:Develop and improve on business analytics reports and dashboards for Blue Bottle globallyEnsure data reliability and analyzing data to isolate and explain data irregularities to business teamsStreamline internal processes to allow for automation of reportingDraw insights from data sources to enable decision makingCreate predictive models allowing for business forecastingDesign interactive dashboards that allows for business owners to analyze their business on demandCoordinate with Data team to bridge the technical requirements of analytics with business usePerforming ETL, Data Modeling, Data Analytics and Dashboard building to meet business requirements with optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and RedShift\xa0You are:A thoughtful leader and collaborative partner who builds trust-based relationshipsA passionate leader and excited by a high growth environmentA contributor who is a great role model and brings the best out of team membersA strong communicator: clear, honest and direct;A leader who is able to give and receive feedback in a constructive mannerFlexible and willing to tackle any problem, no matter how great or how smallComfortable driving to answers despite ambiguityOrganized with a deep attention to detailData oriented mindsetYou have:5 years or more of experience in data analyticsDegree in computer science, data analytics, or business is requiredExperience with data visualization tools, such as Power BI, Tableau, Sigma.Programming knowledge is requiredSolid tech background in Data Analytics and Visualization', 'About the job:', 'As the Global Data Analytics Manager, you will be part of a Global Financial Planning and Analytics team responsible for helping to bring specialty coffee and delicious food to our markets. We are looking for someone passionate and excited about making a direct impact in a growing company. This position will be based in Hong Kong,\xa0 and will report to our Global Director of Financial Planning and Analytics.']",Blue Bottle Coffee Hong Kong Limited
Data Analytics Trainee (12-month Contract) (HKMA FCAS Program),Quarry Bay,"['Develop AI and advanced analytic models', 'Review process and procedures', 'Support FinTech development']","['Key ResponsibilitiesReview process and procedures and recommend ways that can help streamlining process and automating manual activities by Agile ApproachDevelop and test data feature engineering process on big data platformResearch and develop AI and advanced analytic models for bank-wide data quality improvementResearch and develop AI and advanced analytic models to support FinTech developmentSupport the team in the complete project management cycle with focus of FinTech and Robotic Process automation projects)Prepare procedural manuals and process review documentsParticipate in the implementation of projectsRequirementsPostgraduate or 3rd year Undergraduate student in\xa0Computer Science, Engineering, Statistics, Economics, Business Information Systems or related disciplinesKnowledge/strong interest and sense in digital and latest technologiesProgramming experience with Python is preferredGood analytical and problem solving skillsAttention to details and proactive mindsetQuick learner and adopt new changesGood command of written and spoken English and Chinese (Cantonese and Mandarin)', 'Key Responsibilities', 'Key Responsibilities']",China CITIC Bank International Limited
Telecom Operations Technician / Operator,Kwun Tong,"['Telecom Operator at Kwun Tong', 'Mobile Telecom & IT Technology', '5-day week, medical']","['Job description:- Carry out daily service/system configuration- Prepare & keep updated of service/system configuration inventory- Liase with vendors/service providers for problem solvingRequirement:- Higher Diploma / Diploma in engineering / IT / other technical related stream;- Willing to learn mobile telecom technologies. Solid experience will be an advantage;- Good at MS PowerPoint, Excel and Word;- Willing to develop long-term career with a fast-growing start-up technology firm.5-day week; medical will be offered to the right candidates. Please send full resume with expected salary (a must) to us.', 'Job description', ':']",Quadcell Communications Limited
Senior Business Analyst,Kwun Tong,"['Experienced in ERP implementation', 'Experienced in business solution conulting', 'Dynamic working environment']","['What you will be doing:Discover, Evaluate, Analyse business requirementsPerform feasibility study and gap analysisPitch suitable solutions addressing customers’ needsAct as Anchor for internal and external collaborations across various teams (from technical consulting to sales to customer success)\xa0Coordinate project assignments, schedules and oversee overall project progressProvide accurate project completion schedulePrepare workshops and skill transfer to customersPrepare documentation for solution/technical related aspectsWhat makes you success:Degree holder in Computer Science/Information Technology related disciplines.5+ years working experience with business consulting, requirement analysis, and solution design.A\xa0team player with strong sense of ownership and commitment\xa0Experience in Cloud ERP system (ie. NetSuite, Odoo) implementation is preferred.Technical knowledge and experience on reporting/BI tools, Javascript programming, web programming is advantageous.Excellent analytical mind, critical thinking, and problem solving skills.Good presentation, communication, and interpersonal skills.Excellent in written English communication and formal document writing is a must.']",Capsuite Limited
"Senior Business Analyst (APAC digital, up to 40k)",Without_location,"['Permanent Headcount', 'Well-known F&B, Retail Group (APAC)', 'Digital Transformation']","[""Asia's top leading F&B and Retail groupInnovative projects in Digital TransformationFun & collaborative working environmentabout the company.Our client is a well-established f&b and retail business. They have a reputable portfolio of over 1,000 f&b & retail stores across APAC.Headquartered in Hong Kong, the right candidate will be taking strong ownership of digital transformation of one of the leading business lines within the company, driving innovation change for customer digital experience and online businesses.about the job.Gather user requirement, project planning, UAT & launch planningCoordinate with internal stakeholders including business users, IT team, creative teamManage external vendors to ensure projects are delivered timely and with high qualityManage change requests and conflicting requirements from business to ensure successEffectively use of internal/ external resources as required by projectsResponsible for project documentationskills & experiences required.Bachelor Degree in Information Technology, Computer Science, E-commerce or related disciplinesMinimum 2 years Project Management experience in e-Commerce or digital platform developmentDigital savvy personality and passionate about the latest technology and data trendsExperience in F&B/Retail/Digital Agency/ SI will be a huge plusKnowledge in App or CRM development will have an advantageGood command of English and CantoneseLess experienced candidates will be considered as Business Analysthow to apply.If you're interested in this role, please click 'apply now'. For more information and a confidential discussion on this role or other opportunities, please feel free to contact Alex Cheung at [email\xa0protected]"", ""Asia's top leading F&B and Retail group"", 'Innovative projects in Digital Transformation']",Randstad Hong Kong Limited
Sourcing Intern,Wan Chai,"['Sourcing', 'Apparel', 'Product Development']","['Job Duties\xa0Assist Sourcing Director in managing system and preparing reports;Data analysis;Assist in Ad hoc tasks/projectsJob Requirements:Undergraduate in degree program in Textile/Business or related discpline;Good Knowledge in MS Office (Excel, PowerPoint and Word)Fluent in English and Chinese (Spoken & Written)', 'Assist Sourcing Director in managing system and preparing reports;', 'Data analysis;']",Montaigne Hong Kong Limited
(Senior) Credit Risk Manager (Credit Model Management),Central,"['Credit Model', 'Big Data, Machine Learning, AI', 'Python/R and SAS']","['ResponsibilityDevelop and maintain credit risk internal credit rating, IFRS9 expected credit loss, credit portfolio and Fin-tech modelsPerform model related data analyses and MIS reportingCoordinate with users on model related enquiries and trainingsResponsible for user requirements and acceptance tests on model settings and rating system workflowFollow the latest development and compliance requirements from regulators on Fin-tech, IFRS9 and Basel related areasRequirements:Bachelor degree holder or above in Mathematics, Statistics, Actuarial, Fin-tech or data science related disciplines, preferably with CFA/FRM qualificationsMinimum 3 years’ experience in credit risk modelingGood analytical and communication skillsIndependent, proactive and able to work under pressureGood command of written and spoken Chinese and English. Fluent Mandarin will be an advantageAbility to code with statistical programming language (e.g. Python/R or SAS)', 'Responsibility', 'Responsibility']",Bank of China (Hong Kong) Limited
Python/Java Programmer Junior (5 days work),Kwun Tong Area,"['Python, AI, Cloud project development', 'Double pay + year end bonus', 'Friendly working environment, team work']","['Our client is a sizable local enterprise solution firm,\xa0seeking for high caliber candidates to join the IT project development team.Responsibilities\xa0Application development teamSupport system development and enhancementTake part in project managementProduction environment deployment\xa0Big data and display system projectsRequirements\xa0Degree in Computer Science or\xa0related disciplinesMin 1 year of software development experience for software development roleHands-on development projectsBasic knowledge in Python/ Java/ C#.NETInterested in exploring Image Analysis /AI/ Cloud or any latest technologies \xa0Good written skills in both English and Chinese\xa0We offer 5-day work, attractive remuneration and benefits package to the right candidate.']",Same Page Recruitment Co
Data Manager (Machine Learning/AI) - Leading Bank,Others,"['Double Pay + Bonus', 'Attractive Remuneration Package; 21 Days+ AL', 'Expanding Team; Good career prospect']","['Responsibilities:- Collaborate with the Data Science & Governance team as a member.- Assist the Section Head in implementing data and analytics strategies.- Promote the adoption of artificial intelligence/machine learning (AI/ML) models for business decision-making and operational optimization.- Conduct in-depth analysis using advanced customer analytics and big data technology, utilizing both internal and external data sources.- Build strong relationships with stakeholders, prioritizing work based on business needs and opportunities.- Lead a team in solving business problems using a wide range of data science modeling and visualization techniques.- Establish a practice for the development and operation of artificial intelligence/machine learning (AI/ML) models.Requirements:- Hold a university degree in Computer Science, Applied Statistics, Decision Science, Data Science, or a relevant field.- Have at least 10 years of experience in Data Science/Business Analytics in financial services and/or Fintech-related industries.- Possess a strong knowledge of statistical, data modeling, data science, machine learning, and analytics techniques.- Have a solid understanding of data management and analysis.- Be familiar with data preparation (e.g. SQL) and data product development.- Have experience with data visualization using Tableau or similar tools.- Have solved complex analytical and technical problems in the past.- Have experience in cloud environments (e.g. GCP, AWS, etc.).- Have experience with databases such as Teradata or similar technologies.- Have experience in managing large-scale projects (an advantage).- Be results-oriented and able to deliver under pressure.- Have excellent communication and negotiation skills.- Have strong interpersonal skills and be a good team player.', 'Responsibilities:', 'Responsibilities:']",Grey Anderson Limited
